30: x = 15  y = 8  order: 55 | 1
31: x = 15  y = 35 | 1
32: x = 16  y = 12*x + 6  order: 11 | 3
33: x = 16  y = 31*x + 37 | 3
34: x = 17  y = 10  order: 55 | 1
35: x = 17  y = 33 | 1
36: x = 18  y = 15  order: 55 | 1
37: x = 18  y = 28 | 1
38: x = 19  y = 5*x + 24  order: 33 | 3
39: x = 19  y = 38*x + 19 | 3
40: x = 20  y = 17  order: 55 | 1
41: x = 20  y = 26 | 1
42: x = 21  y = 5  order: 55 | 1
43: x = 21  y = 38 | 1
44: x = 22  y = 4  order: 55 | 1
45: x = 22  y = 39 | 1
46: x = 23  y = 15  order: 55 | 1
47: x = 23  y = 28 | 1
48: x = 24  y = 20  order: 11 | 1
49: x = 24  y = 23 | 1
50: x = 25  y = 17  order: 11 | 1
51: x = 25  y = 26 | 1
52: x = 26  y = 16*x + 8  order: 33 | 3
53: x = 26  y = 27*x + 35 | 3
54: x = 27  y = 19*x + 31  order: 33 | 3
55: x = 27  y = 24*x + 12 | 3
56: x = 28  y = 14*x + 7  order: 33 | 3
57: x = 28  y = 29*x + 36 | 3
58: x = 29  y = 3*x + 23  order: 11 | 3
59: x = 29  y = 40*x + 20 | 3
60: x = 30  y = 13  order: 11 | 1
61: x = 30  y = 30 | 1
62: x = 31  y = 4  order: 55 | 1
63: x = 31  y = 39 | 1
64: x = 32  y = 7  order: 55 | 1
65: x = 32  y = 36 | 1
66: x = 33  y = 4  order: 55 | 1
67: x = 33  y = 39 | 1
68: x = 34  y = 3  order: 55 | 1
69: x = 34  y = 40 | 1
70: x = 35  y = 12*x + 6  order: 11 | 3
71: x = 35  y = 31*x + 37 | 3
72: x = 36  y = 21  order: 55 | 1
73: x = 36  y = 22 | 1
74: x = 37  y = 2*x + 1  order: 33 | 3
75: x = 37  y = 41*x + 42 | 3
76: x = 38  y = 19  order: 55 | 1
77: x = 38  y = 24 | 1
78: x = 39  y = 12  order: 5 | 1
79: x = 39  y = 31 | 1
80: x = 40  y = 2*x + 1  order: 11 | 3
81: x = 40  y = 41*x + 42 | 3
82: x = 41  y = 17  order: 55 | 1
83: x = 41  y = 26 | 1
84: x = 42  y = 20*x + 10  order: 33 | 3
85: x = 42  y = 23*x + 33 | 3
86: x = 1*x + 0  y = 21*x + 11  order: 55 | 4
87: x = 1*x + 0  y = 22*x + 32 | 4
88: x = 1*x + 2  y = 4*x + 0  order: 165 | 4
89: x = 1*x + 2  y = 39*x + 0 | 4
90: x = 1*x + 3  y = 19*x + 6  order: 165 | 4
91: x = 1*x + 3  y = 24*x + 37 | 4
92: x = 1*x + 4  y = 15*x + 18  order: 11 | 4
93: x = 1*x + 4  y = 28*x + 25 | 4
94: x = 1*x + 7  y = 9*x + 27  order: 33 | 4
95: x = 1*x + 7  y = 34*x + 16 | 4
96: x = 1*x + 10  y = 5*x + 23  order: 165 | 4
97: x = 1*x + 10  y = 38*x + 20 | 4
98: x = 1*x + 11  y = 10*x + 29  order: 165 | 4
99: x = 1*x + 11  y = 33*x + 14 | 4
100: x = 1*x + 15  y = 14*x + 41  order: 165 | 4
101: x = 1*x + 15  y = 29*x + 2 | 4
102: x = 1*x + 17  y = 9*x + 8  order: 55 | 4
103: x = 1*x + 17  y = 34*x + 35 | 4
104: x = 1*x + 19  y = 3*x + 4  order: 55 | 4
105: x = 1*x + 19  y = 40*x + 39 | 4
106: x = 1*x + 20  y = 10*x + 5  order: 165 | 4
107: x = 1*x + 20  y = 33*x + 38 | 4
108: x = 1*x + 22  y = 19*x + 42  order: 165 | 4
109: x = 1*x + 22  y = 24*x + 1 | 4
110: x = 1*x + 23  y = 18*x + 41  order: 55 | 4
111: x = 1*x + 23  y = 25*x + 2 | 4
112: x = 1*x + 24  y = 12  order: 15 | 2
113: x = 1*x + 24  y = 31 | 2
114: x = 1*x + 25  y = 2*x + 37  order: 165 | 4
115: x = 1*x + 25  y = 41*x + 6 | 4
116: x = 1*x + 26  y = 8*x + 17  order: 55 | 4
117: x = 1*x + 26  y = 35*x + 26 | 4
118: x = 1*x + 27  y = 21*x + 12  order: 55 | 4
119: x = 1*x + 27  y = 22*x + 31 | 4
120: x = 1*x + 29  y = 12*x + 17  order: 165 | 4
121: x = 1*x + 29  y = 31*x + 26 | 4
122: x = 1*x + 35  y = 8*x + 0  order: 165 | 4
123: x = 1*x + 35  y = 35*x + 0 | 4
124: x = 1*x + 37  y = 17*x + 28  order: 55 | 4
125: x = 1*x + 37  y = 26*x + 15 | 4
126: x = 1*x + 39  y = 4*x + 39  order: 11 | 4
127: x = 1*x + 39  y = 39*x + 4 | 4
128: x = 1*x + 40  y = 2*x + 26  order: 33 | 4
129: x = 1*x + 40  y = 41*x + 17 | 4
130: x = 1*x + 41  y = 6*x + 17  order: 165 | 4
131: x = 1*x + 41  y = 37*x + 26 | 4
132: x = 1*x + 42  y = 16*x + 29  order: 165 | 4
133: x = 1*x + 42  y = 27*x + 14 | 4
134: x = 2*x + 2  y = 18*x + 17  order: 55 | 4
135: x = 2*x + 2  y = 25*x + 26 | 4
136: x = 2*x + 5  y = 13*x + 26  order: 165 | 4
137: x = 2*x + 5  y = 30*x + 17 | 4
138: x = 2*x + 11  y = 9*x + 32  order: 33 | 4
139: x = 2*x + 11  y = 34*x + 11 | 4
140: x = 2*x + 13  y = 19*x + 34  order: 165 | 4
141: x = 2*x + 13  y = 24*x + 9 | 4
142: x = 2*x + 14  y = 2*x + 24  order: 165 | 4
143: x = 2*x + 14  y = 41*x + 19 | 4
144: x = 2*x + 15  y = 5*x + 15  order: 55 | 4
145: x = 2*x + 15  y = 38*x + 28 | 4
146: x = 2*x + 19  y = 15*x + 0  order: 55 | 4
147: x = 2*x + 19  y = 28*x + 0 | 4
148: x = 2*x + 20  y = 2*x + 11  order: 55 | 4
149: x = 2*x + 20  y = 41*x + 32 | 4
150: x = 2*x + 21  y = 9*x + 3  order: 165 | 4
151: x = 2*x + 21  y = 34*x + 40 | 4
152: x = 2*x + 22  y = 7*x + 13  order: 33 | 4
153: x = 2*x + 22  y = 36*x + 30 | 4
154: x = 2*x + 30  y = 21*x + 36  order: 165 | 4
155: x = 2*x + 30  y = 22*x + 7 | 4
156: x = 2*x + 33  y = 2*x + 38  order: 165 | 4
157: x = 2*x + 33  y = 41*x + 5 | 4
158: x = 2*x + 35  y = 19*x + 15  order: 165 | 4
159: x = 2*x + 35  y = 24*x + 28 | 4
160: x = 2*x + 38  y = 15*x + 37  order: 165 | 4
161: x = 2*x + 38  y = 28*x + 6 | 4
162: x = 2*x + 39  y = 3*x + 9  order: 55 | 4
163: x = 2*x + 39  y = 40*x + 34 | 4
164: x = 3*x + 1  y = 2*x + 11  order: 11 | 4
165: x = 3*x + 1  y = 41*x + 32 | 4
166: x = 3*x + 4  y = 18*x + 14  order: 165 | 4
167: x = 3*x + 4  y = 25*x + 29 | 4
168: x = 3*x + 7  y = 17*x + 29  order: 55 | 4
169: x = 3*x + 7  y = 26*x + 14 | 4
170: x = 3*x + 9  y = 16*x + 25  order: 55 | 4
171: x = 3*x + 9  y = 27*x + 18 | 4
172: x = 3*x + 10  y = 16*x + 8  order: 165 | 4
173: x = 3*x + 10  y = 27*x + 35 | 4
174: x = 3*x + 12  y = 11*x + 23  order: 165 | 4
175: x = 3*x + 12  y = 32*x + 20 | 4
176: x = 3*x + 14  y = 6*x + 23  order: 165 | 4
177: x = 3*x + 14  y = 37*x + 20 | 4
178: x = 3*x + 15  y = 11*x + 29  order: 165 | 4
179: x = 3*x + 15  y = 32*x + 14 | 4
180: x = 3*x + 16  y = 2*x + 32  order: 11 | 4
181: x = 3*x + 16  y = 41*x + 11 | 4
182: x = 3*x + 21  y = 20*x + 32  order: 165 | 4
183: x = 3*x + 21  y = 23*x + 11 | 4
184: x = 3*x + 23  y = 17*x + 27  order: 165 | 4
185: x = 3*x + 23  y = 26*x + 16 | 4
186: x = 3*x + 25  y = 12*x + 14  order: 55 | 4
187: x = 3*x + 25  y = 31*x + 29 | 4
188: x = 3*x + 26  y = 8*x + 0  order: 33 | 4
189: x = 3*x + 26  y = 35*x + 0 | 4
190: x = 3*x + 32  y = 10*x + 17  order: 165 | 4
191: x = 3*x + 32  y = 33*x + 26 | 4
192: x = 3*x + 33  y = 12*x + 7  order: 165 | 4
193: x = 3*x + 33  y = 31*x + 36 | 4
194: x = 3*x + 35  y = 10*x + 26  order: 33 | 4
195: x = 3*x + 35  y = 33*x + 17 | 4
196: x = 3*x + 36  y = 10  order: 55 | 2
197: x = 3*x + 36  y = 33 | 2
198: x = 3*x + 38  y = 18*x + 23  order: 165 | 4
199: x = 3*x + 38  y = 25*x + 20 | 4
200: x = 4*x + 0  y = 16*x + 23  order: 165 | 4
201: x = 4*x + 0  y = 27*x + 20 | 4
202: x = 4*x + 3  y = 19*x + 11  order: 165 | 4
203: x = 4*x + 3  y = 24*x + 32 | 4
204: x = 4*x + 4  y = 12*x + 26  order: 165 | 4
205: x = 4*x + 4  y = 31*x + 17 | 4
206: x = 4*x + 5  y = 9*x + 13  order: 55 | 4
207: x = 4*x + 5  y = 34*x + 30 | 4
208: x = 4*x + 9  y = 16*x + 13  order: 165 | 4
209: x = 4*x + 9  y = 27*x + 30 | 4
210: x = 4*x + 11  y = 15*x + 7  order: 165 | 4
211: x = 4*x + 11  y = 28*x + 36 | 4
212: x = 4*x + 12  y = 11*x + 23  order: 165 | 4
213: x = 4*x + 12  y = 32*x + 20 | 4
214: x = 4*x + 14  y = 8*x + 10  order: 165 | 4
215: x = 4*x + 14  y = 35*x + 33 | 4
216: x = 4*x + 19  y = 12*x + 18  order: 165 | 4
217: x = 4*x + 19  y = 31*x + 25 | 4
218: x = 4*x + 21  y = 9*x + 4  order: 165 | 4
219: x = 4*x + 21  y = 34*x + 39 | 4
220: x = 4*x + 22  y = 1*x + 15  order: 55 | 4
221: x = 4*x + 22  y = 42*x + 28 | 4
222: x = 4*x + 23  y = 8*x + 7  order: 55 | 4
223: x = 4*x + 23  y = 35*x + 36 | 4
224: x = 4*x + 24  y = 11*x + 37  order: 165 | 4
225: x = 4*x + 24  y = 32*x + 6 | 4
226: x = 4*x + 25  y = 8*x + 30  order: 165 | 4
227: x = 4*x + 25  y = 35*x + 13 | 4
228: x = 4*x + 26  y = 20*x + 13  order: 55 | 4
229: x = 4*x + 26  y = 23*x + 30 | 4
230: x = 4*x + 29  y = 8*x + 8  order: 55 | 4
231: x = 4*x + 29  y = 35*x + 35 | 4
232: x = 4*x + 30  y = 3*x + 29  order: 165 | 4
233: x = 4*x + 30  y = 40*x + 14 | 4
234: x = 4*x + 31  y = 16*x + 9  order: 165 | 4
235: x = 4*x + 31  y = 27*x + 34 | 4
236: x = 4*x + 37  y = 20*x + 40  order: 165 | 4
237: x = 4*x + 37  y = 23*x + 3 | 4
238: x = 4*x + 38  y = 15*x + 20  order: 165 | 4
239: x = 4*x + 38  y = 28*x + 23 | 4
240: x = 4*x + 42  y = 16*x + 41  order: 55 | 4
241: x = 4*x + 42  y = 27*x + 2 | 4
242: x = 5*x + 4  y = 18*x + 0  order: 165 | 4
243: x = 5*x + 4  y = 25*x + 0 | 4
244: x = 5*x + 7  y = 6*x + 20  order: 165 | 4
245: x = 5*x + 7  y = 37*x + 23 | 4
246: x = 5*x + 12  y = 13*x + 20  order: 165 | 4
247: x = 5*x + 12  y = 30*x + 23 | 4
248: x = 5*x + 13  y = 7*x + 7  order: 165 | 4
249: x = 5*x + 13  y = 36*x + 36 | 4
250: x = 5*x + 14  y = 2*x + 42  order: 165 | 4
251: x = 5*x + 14  y = 41*x + 1 | 4
252: x = 5*x + 17  y = 5*x + 37  order: 55 | 4
253: x = 5*x + 17  y = 38*x + 6 | 4
254: x = 5*x + 19  y = 12*x + 0  order: 165 | 4
255: x = 5*x + 19  y = 31*x + 0 | 4
256: x = 5*x + 20  y = 11*x + 28  order: 165 | 4
257: x = 5*x + 20  y = 32*x + 15 | 4
258: x = 5*x + 22  y = 20*x + 34  order: 55 | 4
259: x = 5*x + 22  y = 23*x + 9 | 4
260: x = 5*x + 24  y = 16*x + 20  order: 33 | 4
261: x = 5*x + 24  y = 27*x + 23 | 4
262: x = 5*x + 26  y = 7*x + 26  order: 55 | 4
263: x = 5*x + 26  y = 36*x + 17 | 4
264: x = 5*x + 27  y = 2*x + 34  order: 55 | 4
265: x = 5*x + 27  y = 41*x + 9 | 4
266: x = 5*x + 28  y = 7*x + 2  order: 165 | 4
267: x = 5*x + 28  y = 36*x + 41 | 4
268: x = 5*x + 32  y = 13*x + 40  order: 165 | 4
269: x = 5*x + 32  y = 30*x + 3 | 4
270: x = 5*x + 35  y = 4*x + 35  order: 55 | 4
271: x = 5*x + 35  y = 39*x + 8 | 4
272: x = 5*x + 37  y = 10*x + 37  order: 55 | 4
273: x = 5*x + 37  y = 33*x + 6 | 4
274: x = 5*x + 40  y = 7*x + 38  order: 33 | 4
275: x = 5*x + 40  y = 36*x + 5 | 4
276: x = 6*x + 3  y = 2*x + 16  order: 11 | 4
277: x = 6*x + 3  y = 41*x + 27 | 4
278: x = 6*x + 6  y = 19*x + 21  order: 165 | 4
279: x = 6*x + 6  y = 24*x + 22 | 4
280: x = 6*x + 8  y = 16*x + 32  order: 55 | 4
281: x = 6*x + 8  y = 27*x + 11 | 4
282: x = 6*x + 10  y = 20*x + 40  order: 55 | 4
283: x = 6*x + 10  y = 23*x + 3 | 4
284: x = 6*x + 12  y = 17*x + 19  order: 165 | 4
285: x = 6*x + 12  y = 26*x + 24 | 4
286: x = 6*x + 14  y = 6*x + 39  order: 165 | 4
287: x = 6*x + 14  y = 37*x + 4 | 4
288: x = 6*x + 17  y = 2*x + 38  order: 165 | 4
289: x = 6*x + 17  y = 41*x + 5 | 4
290: x = 6*x + 18  y = 3*x + 20  order: 33 | 4
291: x = 6*x + 18  y = 40*x + 23 | 4
292: x = 6*x + 22  y = 7*x + 2  order: 165 | 4
293: x = 6*x + 22  y = 36*x + 41 | 4
294: x = 6*x + 24  y = 18  order: 55 | 2
295: x = 6*x + 24  y = 25 | 2
296: x = 6*x + 25  y = 20*x + 10  order: 165 | 4
297: x = 6*x + 25  y = 23*x + 33 | 4
298: x = 6*x + 26  y = 7*x + 3  order: 55 | 4
299: x = 6*x + 26  y = 36*x + 40 | 4
300: x = 6*x + 27  y = 11*x + 28  order: 165 | 4
301: x = 6*x + 27  y = 32*x + 15 | 4
302: x = 6*x + 30  y = 7*x + 39  order: 33 | 4
303: x = 6*x + 30  y = 36*x + 4 | 4
304: x = 6*x + 31  y = 1*x + 13  order: 165 | 4
305: x = 6*x + 31  y = 42*x + 30 | 4
306: x = 6*x + 34  y = 17*x + 22  order: 55 | 4
307: x = 6*x + 34  y = 26*x + 21 | 4
308: x = 6*x + 35  y = 16*x + 0  order: 165 | 4
309: x = 6*x + 35  y = 27*x + 0 | 4
310: x = 6*x + 36  y = 7*x + 35  order: 165 | 4
311: x = 6*x + 36  y = 36*x + 8 | 4
312: x = 7*x + 2  y = 19*x + 6  order: 165 | 4
313: x = 7*x + 2  y = 24*x + 37 | 4
314: x = 7*x + 5  y = 6*x + 17  order: 33 | 4
315: x = 7*x + 5  y = 37*x + 26 | 4
316: x = 7*x + 7  y = 10*x + 11  order: 33 | 4
317: x = 7*x + 7  y = 33*x + 32 | 4
318: x = 7*x + 8  y = 13*x + 6  order: 165 | 4
319: x = 7*x + 8  y = 30*x + 37 | 4
320: x = 7*x + 9  y = 21*x + 7  order: 165 | 4
321: x = 7*x + 9  y = 22*x + 36 | 4
322: x = 7*x + 11  y = 20*x + 6  order: 165 | 4
323: x = 7*x + 11  y = 23*x + 37 | 4
324: x = 7*x + 13  y = 19*x + 32  order: 165 | 4
325: x = 7*x + 13  y = 24*x + 11 | 4
326: x = 7*x + 15  y = 9*x + 15  order: 165 | 4
327: x = 7*x + 15  y = 34*x + 28 | 4
328: x = 7*x + 16  y = 6*x + 7  order: 33 | 4
329: x = 7*x + 16  y = 37*x + 36 | 4
330: x = 7*x + 17  y = 4*x + 1  order: 165 | 4
331: x = 7*x + 17  y = 39*x + 42 | 4
332: x = 7*x + 19  y = 7*x + 7  order: 165 | 4
333: x = 7*x + 19  y = 36*x + 36 | 4
334: x = 7*x + 26  y = 11*x + 31  order: 33 | 4
335: x = 7*x + 26  y = 32*x + 12 | 4
336: x = 7*x + 29  y = 21*x + 16  order: 165 | 4
337: x = 7*x + 29  y = 22*x + 27 | 4
338: x = 7*x + 30  y = 17*x + 12  order: 55 | 4
339: x = 7*x + 30  y = 26*x + 31 | 4
340: x = 7*x + 31  y = 4*x + 35  order: 165 | 4
341: x = 7*x + 31  y = 39*x + 8 | 4
342: x = 7*x + 34  y = 12*x + 8  order: 55 | 4
343: x = 7*x + 34  y = 31*x + 35 | 4
344: x = 7*x + 36  y = 18*x + 5  order: 165 | 4
345: x = 7*x + 36  y = 25*x + 38 | 4
346: x = 7*x + 39  y = 13*x + 2  order: 165 | 4
347: x = 7*x + 39  y = 30*x + 41 | 4
348: x = 7*x + 42  y = 3*x + 28  order: 165 | 4
349: x = 7*x + 42  y = 40*x + 15 | 4
350: x = 8*x + 0  y = 16*x + 14  order: 165 | 4
351: x = 8*x + 0  y = 27*x + 29 | 4
352: x = 8*x + 1  y = 2*x + 7  order: 55 | 4
353: x = 8*x + 1  y = 41*x + 36 | 4
354: x = 8*x + 3  y = 19*x + 13  order: 33 | 4
355: x = 8*x + 3  y = 24*x + 30 | 4
356: x = 8*x + 5  y = 6*x + 32  order: 55 | 4
357: x = 8*x + 5  y = 37*x + 11 | 4
358: x = 8*x + 6  y = 5*x + 23  order: 165 | 4
359: x = 8*x + 6  y = 38*x + 20 | 4
360: x = 8*x + 8  y = 3*x + 12  order: 165 | 4
361: x = 8*x + 8  y = 40*x + 31 | 4
362: x = 8*x + 9  y = 10*x + 34  order: 165 | 4
363: x = 8*x + 9  y = 33*x + 9 | 4
364: x = 8*x + 13  y = 2*x + 9  order: 165 | 4
365: x = 8*x + 13  y = 41*x + 34 | 4
366: x = 8*x + 14  y = 8*x + 13  order: 11 | 4
367: x = 8*x + 14  y = 35*x + 30 | 4
368: x = 8*x + 15  y = 12*x + 33  order: 55 | 4
369: x = 8*x + 15  y = 31*x + 10 | 4
370: x = 8*x + 16  y = 4*x + 23  order: 33 | 4
371: x = 8*x + 16  y = 39*x + 20 | 4
372: x = 8*x + 17  y = 1*x + 19  order: 165 | 4
373: x = 8*x + 17  y = 42*x + 24 | 4
374: x = 8*x + 22  y = 15*x + 41  order: 33 | 4
375: x = 8*x + 22  y = 28*x + 2 | 4
376: x = 8*x + 25  y = 14*x + 28  order: 165 | 4
377: x = 8*x + 25  y = 29*x + 15 | 4
378: x = 8*x + 28  y = 11*x + 29  order: 33 | 4
379: x = 8*x + 28  y = 32*x + 14 | 4
380: x = 8*x + 30  y = 7*x + 3  order: 165 | 4
381: x = 8*x + 30  y = 36*x + 40 | 4
382: x = 8*x + 32  y = 17*x + 39  order: 33 | 4
383: x = 8*x + 32  y = 26*x + 4 | 4
384: x = 8*x + 35  y = 8*x + 36  order: 33 | 4
385: x = 8*x + 35  y = 35*x + 7 | 4
386: x = 8*x + 36  y = 9*x + 19  order: 165 | 4
387: x = 8*x + 36  y = 34*x + 24 | 4
388: x = 8*x + 38  y = 12*x + 36  order: 165 | 4
389: x = 8*x + 38  y = 31*x + 7 | 4
390: x = 8*x + 40  y = 18*x + 22  order: 33 | 4
391: x = 8*x + 40  y = 25*x + 21 | 4
392: x = 8*x + 42  y = 14*x + 40  order: 165 | 4
393: x = 8*x + 42  y = 29*x + 3 | 4
394: x = 9*x + 1  y = 15*x + 36  order: 165 | 4
395: x = 9*x + 1  y = 28*x + 7 | 4
396: x = 9*x + 2  y = 21*x + 27  order: 165 | 4
397: x = 9*x + 2  y = 22*x + 16 | 4
398: x = 9*x + 6  y = 8*x + 11  order: 165 | 4
399: x = 9*x + 6  y = 35*x + 32 | 4
400: x = 9*x + 9  y = 15*x + 26  order: 165 | 4
401: x = 9*x + 9  y = 28*x + 17 | 4
402: x = 9*x + 10  y = 14*x + 38  order: 165 | 4
403: x = 9*x + 10  y = 29*x + 5 | 4
404: x = 9*x + 13  y = 8*x + 27  order: 55 | 4
405: x = 9*x + 13  y = 35*x + 16 | 4
406: x = 9*x + 14  y = 11*x + 15  order: 55 | 4
407: x = 9*x + 14  y = 32*x + 28 | 4
408: x = 9*x + 18  y = 2*x + 40  order: 165 | 4
409: x = 9*x + 18  y = 41*x + 3 | 4
410: x = 9*x + 19  y = 17*x + 29  order: 11 | 4
411: x = 9*x + 19  y = 26*x + 14 | 4
412: x = 9*x + 21  y = 14*x + 41  order: 165 | 4
413: x = 9*x + 21  y = 29*x + 2 | 4
414: x = 9*x + 22  y = 12*x + 23  order: 165 | 4
415: x = 9*x + 22  y = 31*x + 20 | 4
416: x = 9*x + 25  y = 9*x + 19  order: 33 | 4
417: x = 9*x + 25  y = 34*x + 24 | 4
418: x = 9*x + 27  y = 12*x + 33  order: 165 | 4
419: x = 9*x + 27  y = 31*x + 10 | 4
420: x = 9*x + 28  y = 20*x + 25  order: 165 | 4
421: x = 9*x + 28  y = 23*x + 18 | 4
422: x = 9*x + 30  y = 15*x + 34  order: 55 | 4
423: x = 9*x + 30  y = 28*x + 9 | 4
424: x = 9*x + 31  y = 12*x + 17  order: 11 | 4
425: x = 9*x + 31  y = 31*x + 26 | 4
426: x = 9*x + 32  y = 9*x + 7  order: 165 | 4
427: x = 9*x + 32  y = 34*x + 36 | 4
428: x = 9*x + 36  y = 5*x + 25  order: 165 | 4
429: x = 9*x + 36  y = 38*x + 18 | 4
430: x = 9*x + 37  y = 12*x + 39  order: 55 | 4
431: x = 9*x + 37  y = 31*x + 4 | 4
432: x = 9*x + 40  y = 3*x + 41  order: 165 | 4
433: x = 9*x + 40  y = 40*x + 2 | 4
434: x = 9*x + 42  y = 20*x + 36  order: 165 | 4
435: x = 9*x + 42  y = 23*x + 7 | 4
436: x = 10*x + 1  y = 11*x + 32  order: 165 | 4
437: x = 10*x + 1  y = 32*x + 11 | 4
438: x = 10*x + 5  y = 2*x + 16  order: 165 | 4
439: x = 10*x + 5  y = 41*x + 27 | 4
440: x = 10*x + 6  y = 20*x + 23  order: 165 | 4
441: x = 10*x + 6  y = 23*x + 20 | 4
442: x = 10*x + 7  y = 18*x + 14  order: 55 | 4
443: x = 10*x + 7  y = 25*x + 29 | 4
444: x = 10*x + 10  y = 2*x + 10  order: 165 | 4
445: x = 10*x + 10  y = 41*x + 33 | 4
446: x = 10*x + 11  y = 19*x + 18  order: 55 | 4
447: x = 10*x + 11  y = 24*x + 25 | 4
448: x = 10*x + 13  y = 14*x + 4  order: 55 | 4
449: x = 10*x + 13  y = 29*x + 39 | 4
450: x = 10*x + 14  y = 15*x + 26  order: 165 | 4
451: x = 10*x + 14  y = 28*x + 17 | 4
452: x = 10*x + 15  y = 1*x + 4  order: 165 | 4
453: x = 10*x + 15  y = 42*x + 39 | 4
454: x = 10*x + 17  y = 14*x + 16  order: 165 | 4
455: x = 10*x + 17  y = 29*x + 27 | 4
456: x = 10*x + 20  y = 7*x + 20  order: 165 | 4
457: x = 10*x + 20  y = 36*x + 23 | 4
458: x = 10*x + 21  y = 11  order: 33 | 2
459: x = 10*x + 21  y = 32 | 2
460: x = 10*x + 22  y = 17*x + 6  order: 165 | 4
461: x = 10*x + 22  y = 26*x + 37 | 4
462: x = 10*x + 25  y = 13*x + 42  order: 165 | 4
463: x = 10*x + 25  y = 30*x + 1 | 4
464: x = 10*x + 26  y = 13*x + 0  order: 165 | 4
465: x = 10*x + 26  y = 30*x + 0 | 4
466: x = 10*x + 32  y = 7  order: 165 | 2
467: x = 10*x + 32  y = 36 | 2
468: x = 10*x + 36  y = 12*x + 38  order: 165 | 4
469: x = 10*x + 36  y = 31*x + 5 | 4
470: x = 10*x + 37  y = 5*x + 6  order: 165 | 4
471: x = 10*x + 37  y = 38*x + 37 | 4
472: x = 10*x + 38  y = 5*x + 29  order: 55 | 4
473: x = 10*x + 38  y = 38*x + 14 | 4
474: x = 11*x + 1  y = 1*x + 7  order: 11 | 4
475: x = 11*x + 1  y = 42*x + 36 | 4
476: x = 11*x + 2  y = 16*x + 23  order: 165 | 4
477: x = 11*x + 2  y = 27*x + 20 | 4
478: x = 11*x + 3  y = 12*x + 7  order: 33 | 4
479: x = 11*x + 3  y = 31*x + 36 | 4
480: x = 11*x + 4  y = 7*x + 5  order: 55 | 4
481: x = 11*x + 4  y = 36*x + 38 | 4
482: x = 11*x + 6  y = 21*x + 34  order: 33 | 4
483: x = 11*x + 6  y = 22*x + 9 | 4
484: x = 11*x + 7  y = 11*x + 26  order: 165 | 4
485: x = 11*x + 7  y = 32*x + 17 | 4
486: x = 11*x + 9  y = 12*x + 26  order: 165 | 4
487: x = 11*x + 9  y = 31*x + 17 | 4
488: x = 11*x + 11  y = 11*x + 25  order: 55 | 4
489: x = 11*x + 11  y = 32*x + 18 | 4
490: x = 11*x + 12  y = 16*x + 19  order: 165 | 4
491: x = 11*x + 12  y = 27*x + 24 | 4
492: x = 11*x + 13  y = 14*x + 33  order: 33 | 4
493: x = 11*x + 13  y = 29*x + 10 | 4
494: x = 11*x + 14  y = 3*x + 3  order: 165 | 4
495: x = 11*x + 14  y = 40*x + 40 | 4
